1.000000000000000000e+01,5.000000000000000000e+00,6.343612334801762564e-01,8.745519713261649120e-01,2.093023255813953598e-01,8.745519713261649120e-01
1.000000000000000000e+01,1.000000000000000000e+01,8.226415094339623035e-01,8.745519713261649120e-01,2.888888888888889173e-01,8.745519713261649120e-01
1.000000000000000000e+01,1.500000000000000000e+01,8.571428571428570953e-01,8.745519713261649120e-01,5.806451612903226200e-01,8.745519713261649120e-01
2.000000000000000000e+01,5.000000000000000000e+00,7.795275590551180578e-01,8.745519713261649120e-01,1.290322580645161289e-02,8.745519713261649120e-01
2.000000000000000000e+01,1.000000000000000000e+01,8.695652173913043237e-01,8.745519713261649120e-01,2.983425414364641037e-01,8.745519713261649120e-01
2.000000000000000000e+01,1.500000000000000000e+01,8.705035971223020752e-01,8.745519713261649120e-01,4.901960784313725283e-01,8.745519713261649120e-01
3.000000000000000000e+01,5.000000000000000000e+00,8.401486988847584048e-01,8.745519713261649120e-01,3.821656050955413858e-02,8.745519713261649120e-01
3.000000000000000000e+01,1.000000000000000000e+01,8.736462093862815692e-01,8.745519713261649120e-01,2.983425414364641037e-01,8.745519713261649120e-01
3.000000000000000000e+01,1.500000000000000000e+01,8.776978417266187993e-01,8.745519713261649120e-01,5.936073059360730264e-01,8.745519713261649120e-01
4.000000000000000000e+01,5.000000000000000000e+00,8.644688644688645063e-01,8.745519713261649120e-01,7.500000000000001110e-02,8.745519713261649120e-01
4.000000000000000000e+01,1.000000000000000000e+01,8.776978417266187993e-01,8.745519713261649120e-01,3.076923076923077094e-01,8.745519713261649120e-01
4.000000000000000000e+01,1.500000000000000000e+01,8.848920863309353013e-01,8.745519713261649120e-01,5.871559633027523262e-01,8.745519713261649120e-01
5.000000000000000000e+01,5.000000000000000000e+00,8.714285714285714413e-01,8.745519713261649120e-01,0.000000000000000000e+00,8.745519713261649120e-01
5.000000000000000000e+01,1.000000000000000000e+01,8.888888888888888395e-01,8.745519713261649120e-01,2.196531791907514464e-01,8.745519713261649120e-01
5.000000000000000000e+01,1.500000000000000000e+01,9.014084507042253724e-01,8.745519713261649120e-01,4.975609756097560954e-01,8.745519713261649120e-01
6.000000000000000000e+01,5.000000000000000000e+00,8.714285714285714413e-01,8.745519713261649120e-01,3.821656050955413858e-02,8.745519713261649120e-01
6.000000000000000000e+01,1.000000000000000000e+01,9.014084507042253724e-01,8.745519713261649120e-01,2.500000000000000000e-01,8.745519713261649120e-01
6.000000000000000000e+01,1.500000000000000000e+01,8.982456140350877360e-01,8.745519713261649120e-01,5.936073059360730264e-01,8.745519713261649120e-01
7.000000000000000000e+01,5.000000000000000000e+00,8.936170212765957022e-01,8.745519713261649120e-01,0.000000000000000000e+00,8.745519713261649120e-01
7.000000000000000000e+01,1.000000000000000000e+01,9.090909090909090606e-01,8.745519713261649120e-01,3.440860215053763715e-01,8.745519713261649120e-01
7.000000000000000000e+01,1.500000000000000000e+01,9.014084507042253724e-01,8.745519713261649120e-01,5.806451612903226200e-01,8.745519713261649120e-01
8.000000000000000000e+01,5.000000000000000000e+00,8.960573476702508033e-01,8.745519713261649120e-01,2.564102564102564707e-02,8.745519713261649120e-01
8.000000000000000000e+01,1.000000000000000000e+01,9.059233449477350764e-01,8.745519713261649120e-01,2.793296089385474690e-01,8.745519713261649120e-01
8.000000000000000000e+01,1.500000000000000000e+01,8.982456140350877360e-01,8.745519713261649120e-01,5.333333333333333259e-01,8.745519713261649120e-01
9.000000000000000000e+01,5.000000000000000000e+00,8.975265017667843903e-01,8.745519713261649120e-01,0.000000000000000000e+00,8.745519713261649120e-01
9.000000000000000000e+01,1.000000000000000000e+01,9.090909090909090606e-01,8.745519713261649120e-01,3.169398907103825325e-01,8.745519713261649120e-01
9.000000000000000000e+01,1.500000000000000000e+01,9.020979020979019714e-01,8.745519713261649120e-01,5.999999999999999778e-01,8.745519713261649120e-01
1.000000000000000000e+02,5.000000000000000000e+00,8.904593639575971720e-01,8.745519713261649120e-01,1.290322580645161289e-02,8.745519713261649120e-01
1.000000000000000000e+02,1.000000000000000000e+01,9.134948096885812108e-01,8.745519713261649120e-01,2.696629213483145993e-01,8.745519713261649120e-01
1.000000000000000000e+02,1.500000000000000000e+01,9.052631578947367696e-01,8.745519713261649120e-01,5.333333333333333259e-01,8.745519713261649120e-01
1.100000000000000000e+02,5.000000000000000000e+00,9.014084507042253724e-01,8.745519713261649120e-01,0.000000000000000000e+00,8.745519713261649120e-01
1.100000000000000000e+02,1.000000000000000000e+01,9.166666666666667407e-01,8.745519713261649120e-01,2.598870056497175063e-01,8.745519713261649120e-01
1.100000000000000000e+02,1.500000000000000000e+01,8.982456140350877360e-01,8.745519713261649120e-01,5.674418604651163545e-01,8.745519713261649120e-01
1.200000000000000000e+02,5.000000000000000000e+00,9.059233449477350764e-01,8.745519713261649120e-01,1.290322580645161289e-02,8.745519713261649120e-01
1.200000000000000000e+02,1.000000000000000000e+01,9.166666666666667407e-01,8.745519713261649120e-01,2.696629213483145993e-01,8.745519713261649120e-01
1.200000000000000000e+02,1.500000000000000000e+01,9.090909090909090606e-01,8.745519713261649120e-01,5.333333333333333259e-01,8.745519713261649120e-01
1.300000000000000000e+02,5.000000000000000000e+00,9.122807017543859143e-01,8.745519713261649120e-01,0.000000000000000000e+00,8.745519713261649120e-01
1.300000000000000000e+02,1.000000000000000000e+01,9.065743944636678320e-01,8.745519713261649120e-01,2.888888888888889173e-01,8.745519713261649120e-01
1.300000000000000000e+02,1.500000000000000000e+01,9.020979020979019714e-01,8.745519713261649120e-01,5.674418604651163545e-01,8.745519713261649120e-01
1.400000000000000000e+02,5.000000000000000000e+00,9.090909090909090606e-01,8.745519713261649120e-01,0.000000000000000000e+00,8.745519713261649120e-01
1.400000000000000000e+02,1.000000000000000000e+01,9.215017064846415806e-01,8.745519713261649120e-01,2.696629213483145993e-01,8.745519713261649120e-01
1.400000000000000000e+02,1.500000000000000000e+01,9.128919860627178196e-01,8.745519713261649120e-01,5.263157894736841813e-01,8.745519713261649120e-01
1.500000000000000000e+02,5.000000000000000000e+00,9.103448275862068284e-01,8.745519713261649120e-01,0.000000000000000000e+00,8.745519713261649120e-01
