1.000000000000000000e+01,5.000000000000000000e+00,6.462882096069868521e-01,5.855855855855855996e-01,0.000000000000000000e+00,2.564102564102564707e-02,9.876543209876544049e-02,0.000000000000000000e+00
1.000000000000000000e+01,1.000000000000000000e+01,8.270676691729323959e-01,6.800000000000000488e-01,0.000000000000000000e+00,4.123711340206184794e-01,3.789473684210525883e-01,0.000000000000000000e+00
1.000000000000000000e+01,1.500000000000000000e+01,8.444444444444445530e-01,6.956521739130434590e-01,0.000000000000000000e+00,5.539906103286384997e-01,5.539906103286384997e-01,0.000000000000000000e+00
1.000000000000000000e+01,2.000000000000000000e+01,8.644688644688645063e-01,7.159533073929961189e-01,0.000000000000000000e+00,7.479674796747967092e-01,6.431718061674008835e-01,5.464480874316939019e-02
1.000000000000000000e+01,2.500000000000000000e+01,8.654545454545454763e-01,7.286821705426356210e-01,2.298850574712643993e-02,7.428571428571428825e-01,8.076923076923077094e-01,1.162790697674418589e-02
1.000000000000000000e+01,3.000000000000000000e+01,8.560885608856089179e-01,7.286821705426356210e-01,0.000000000000000000e+00,7.630522088353413057e-01,7.729083665338645215e-01,3.314917127071823066e-02
1.000000000000000000e+01,3.500000000000000000e+01,8.602150537634408733e-01,7.335907335907335680e-01,2.325581395348837177e-02,8.062015503875968880e-01,8.062015503875968880e-01,0.000000000000000000e+00
1.000000000000000000e+01,4.000000000000000000e+01,8.561151079136690711e-01,7.376425855513307761e-01,2.312138728323699655e-02,8.199233716475095024e-01,8.030888030888030382e-01,3.296703296703296787e-02
1.000000000000000000e+01,4.500000000000000000e+01,8.692579505300354059e-01,7.300380228136882366e-01,1.156069364161849827e-02,8.518518518518518601e-01,8.634686346863468254e-01,1.123595505617977497e-02
1.000000000000000000e+01,5.000000000000000000e+01,8.612099644128113907e-01,7.452471482889734267e-01,2.222222222222222654e-02,8.808664259927797557e-01,8.507462686567165422e-01,2.272727272727272790e-02
1.000000000000000000e+01,5.500000000000000000e+01,8.802816901408451189e-01,7.500000000000000000e-01,1.104972375690607689e-02,8.880866425992779423e-01,8.634686346863468254e-01,3.428571428571428742e-02
1.000000000000000000e+01,6.000000000000000000e+01,8.732394366197183677e-01,7.368421052631578538e-01,5.649717514124293766e-02,8.676470588235293269e-01,8.840579710144927938e-01,3.389830508474576259e-02
1.000000000000000000e+01,6.500000000000000000e+01,8.750000000000001110e-01,7.443609022556391119e-01,2.298850574712643993e-02,8.857142857142856762e-01,8.464419475655431402e-01,3.370786516853932491e-02
1.000000000000000000e+01,7.000000000000000000e+01,8.551236749116607472e-01,7.368421052631578538e-01,4.469273743016759226e-02,8.695652173913043237e-01,8.928571428571427937e-01,1.104972375690607689e-02
1.000000000000000000e+01,7.500000000000000000e+01,8.780487804878048808e-01,7.462686567164178442e-01,1.142857142857143030e-02,8.936170212765957022e-01,8.695652173913043237e-01,2.285714285714286059e-02
