iter	Logloss
523	0.2360166656
524	0.2357396335
525	0.2354282777
526	0.2352565769
527	0.2350189086
528	0.2347750689
529	0.2345340622
530	0.234251423
531	0.2339427184
532	0.2335280804
533	0.2331999621
534	0.2327991281
535	0.2323949137
536	0.2321255506
537	0.2318073332
538	0.2314461478
539	0.2311312966
540	0.2308432273
541	0.2305454278
542	0.230372903
543	0.2300164889
544	0.2298222263
545	0.2295961915
546	0.2292451632
547	0.2288944051
548	0.2285170317
549	0.2281151924
550	0.2277181142
551	0.2275693801
552	0.2273688229
553	0.2270378835
554	0.2265935017
555	0.2264122748
556	0.226071972
557	0.225897439
558	0.22572712
559	0.2254369382
560	0.2251325916
561	0.2249373767
562	0.2246708497
563	0.2245644984
564	0.2243534585
565	0.2240661043
566	0.2239413989
567	0.2236384143
568	0.2233937277
569	0.2231483328
570	0.2228100753
571	0.2224569451
572	0.2221909389
573	0.2219999873
574	0.2217781939
575	0.2215284343
576	0.2211097783
577	0.2208938177
578	0.2207872133
579	0.2205503674
580	0.2202612332
581	0.220132739
582	0.2197950827
583	0.2194250644
584	0.2192636208
585	0.2189927194
586	0.2188922913
587	0.2184608352
588	0.2181063192
589	0.2178867147
590	0.2175921443
591	0.2173764017
592	0.217129036
593	0.2168241544
594	0.2166552871
595	0.2163679266
596	0.2161007583
597	0.2157112539
598	0.2155013474
599	0.2154614706
600	0.2152638677
601	0.2149268285
602	0.2145585643
603	0.2142953013
604	0.2139033726
605	0.2135855753
606	0.2132640625
607	0.2130719732
608	0.2128326596
609	0.2124349211
610	0.2122149354
611	0.2118457734
612	0.2116529114
613	0.2113976754
614	0.2111503731
615	0.2109340213
616	0.2106309845
617	0.2103127148
618	0.2099812363
619	0.2096696285
620	0.2093968409
621	0.2091462833
622	0.2089282943
623	0.2085424795
624	0.2082818708
625	0.2078878991
626	0.207648684
627	0.2074165643
628	0.2072685866
629	0.2069571664
630	0.2066328743
631	0.206301623
632	0.2059405899
633	0.2056569776
634	0.2054363509
635	0.2049789937
636	0.2046991572
637	0.2044889754
638	0.2042267889
639	0.2039685616
640	0.2037888359
641	0.203550209
642	0.2033177028
643	0.2030088881
644	0.2027785573
645	0.2025650346
646	0.2023823065
647	0.20220841
648	0.2019006456
649	0.201641322
650	0.2013217201
651	0.2011003416
652	0.2007781029
653	0.2004864841
654	0.2002747888
655	0.1999242949
656	0.1995862192
657	0.1994040528
658	0.1991914975
659	0.1990776747
660	0.1988046731
661	0.1984078249
662	0.198057928
663	0.1977349985
664	0.1974099448
665	0.1970894337
666	0.1968414716
667	0.1965573267
668	0.1963677309
669	0.195972707
670	0.1957015077
671	0.1953227352
672	0.1951201229
673	0.1950271391
674	0.1947216828
675	0.1945129461
676	0.1941932468
677	0.1938784887
678	0.1936029343
679	0.1933726741
680	0.1931705426
681	0.1929742718
682	0.1927112948
683	0.1924685453
684	0.1922946192
685	0.1921122399
686	0.1917715834
687	0.1914314404
688	0.1911024767
689	0.1907644223
690	0.1904225612
691	0.1900724833
692	0.1899388347
693	0.189691782
694	0.1895490425
695	0.1893142865
696	0.1890132859
697	0.1886990004
698	0.1883737431
699	0.1880744268
700	0.1879229743
701	0.1876099398
702	0.1873567709
703	0.187266973
704	0.1869226889
705	0.1866941208
706	0.1863879586
707	0.186266907
708	0.1860266269
709	0.185850892
710	0.1855336569
711	0.1852323811
712	0.1849361392
713	0.1847197789
714	0.1843875608
715	0.1841630698
716	0.183969333
717	0.1836458133
718	0.1833425224
719	0.1830650777
720	0.1827870448
721	0.1824400079
722	0.1821623451
723	0.1819613432
724	0.181658068
725	0.1814359453
726	0.1811060541
727	0.180804152
728	0.1806220618
729	0.180297283
730	0.1800064368
731	0.1796543869
732	0.1794169602
733	0.1791658994
734	0.1790060187
735	0.1788136058
736	0.1785576254
737	0.1783995321
738	0.1781948589
739	0.1779387435
740	0.1776757948
741	0.1774556781
742	0.1772364554
743	0.1769701115
744	0.1767932693
745	0.1765385853
746	0.1762759919
747	0.1759717424
748	0.1757247972
749	0.1754633652
750	0.1751620958
751	0.1749148394
752	0.1746857834
753	0.1743720755
754	0.1741336808
755	0.1738970589
756	0.1737244038
757	0.1735034584
758	0.1732293198
759	0.172943478
760	0.1727486703
761	0.1725381266
762	0.1722489429
763	0.1721084603
764	0.1720059702
765	0.1717652479
766	0.1714229412
767	0.1711483236
768	0.1710282454
769	0.1707720787
770	0.1705790883
771	0.1703373156
772	0.1700145414
773	0.1697661207
774	0.1694640888
775	0.1692918918
776	0.1690260978
777	0.1687441582
778	0.1686201203
779	0.1683455627
780	0.1680527686
781	0.1677666613
782	0.167603003
783	0.1673315195
784	0.1670624757
785	0.1669526423
786	0.1667100303
787	0.1666080429
788	0.1665228516
789	0.1662630897
790	0.1659973792
791	0.165852536
792	0.1656019154
793	0.1653936731
794	0.1651809262
795	0.1650395865
796	0.1648074179
797	0.1646080239
798	0.1643328489
799	0.1642370829
800	0.1639519772
801	0.1637329679
802	0.1635613813
803	0.1632697194
804	0.1630349794
805	0.1628191424
806	0.1625763005
807	0.162435281
808	0.1622613015
809	0.1620468177
810	0.1618389091
811	0.1616491533
812	0.1614877747
813	0.1612766014
814	0.1611455673
815	0.1608583899
816	0.160672956
817	0.1604442173
818	0.1601396081
819	0.1598984881
820	0.1596737322
821	0.159358158
822	0.159156318
823	0.1590361675
824	0.1587932802
825	0.1585928522
826	0.158441526
827	0.1583291802
828	0.1581157259
829	0.1579316357
830	0.1577570342
831	0.157491627
832	0.1573118431
833	0.1570400548
834	0.1568469973
835	0.1566163353
836	0.1563431717
837	0.1561768667
838	0.1559817682
839	0.1557682742
840	0.1556214461
841	0.1553267352
842	0.1551773375
843	0.1550116224
844	0.1548195281
845	0.1546080615
846	0.1544229156
847	0.1543572306
848	0.1541256317
849	0.1538820911
850	0.1536360483
851	0.1534293871
852	0.1531771682
853	0.1529797535
854	0.1528447706
855	0.1526177909
856	0.1523673884
857	0.1522037686
858	0.1520118091
859	0.1518302652
860	0.1516856885
861	0.1514414843
862	0.1512848836
863	0.1510972904
864	0.150933455
865	0.1507094192
866	0.1505445833
867	0.1503853332
868	0.1502502911
869	0.1500802675
870	0.1499262719
871	0.1497053292
872	0.1495999821
873	0.1493703719
874	0.1492124198
875	0.1489769743
876	0.148840355
877	0.1485653973
878	0.1484486186
879	0.1482130263
880	0.1479892253
881	0.1478678811
882	0.1477303589
883	0.1476547648
884	0.1474559504
885	0.1473328429
886	0.1471177687
887	0.1469970169
888	0.1467871494
889	0.1465780912
890	0.1464207679
891	0.1461672848
892	0.1460016232
893	0.1457953217
894	0.1456413935
895	0.145439489
896	0.1452243209
897	0.1450648672
898	0.1448337
899	0.1446521891
900	0.1444832764
901	0.1442626773
902	0.1440226861
903	0.1439421222
904	0.1438147729
905	0.1435927609
906	0.14349897
907	0.1433046422
908	0.1431405055
909	0.1429802116
910	0.1428827279
911	0.1427225436
912	0.1425565986
913	0.1424450557
914	0.1422707372
915	0.1420959445
916	0.1419048686
917	0.1417632929
918	0.1416681542
919	0.1415020823
920	0.1413619056
921	0.1412396063
922	0.1410898108
923	0.1409942589
924	0.1409351049
925	0.1406844292
926	0.1405131894
927	0.1402572157
928	0.1401405211
929	0.1399243019
930	0.1397088363
931	0.1395846607
932	0.1394258364
933	0.1392839904
934	0.1391491614
935	0.139017689
936	0.1388473459
937	0.1386412838
938	0.1384381206
939	0.1382574014
940	0.1381654637
941	0.1380439675
942	0.1379085021
943	0.137709268
944	0.1375444865
945	0.1374166684
946	0.1372353897
947	0.1371484072
948	0.1369771161
949	0.1367759338
950	0.1366198042
951	0.1364230902
952	0.1362439363
953	0.1360983215
954	0.1358582525
955	0.1357575041
956	0.1356232781
957	0.1355012442
958	0.1353324702
959	0.1351843186
960	0.1350173604
961	0.1348575989
962	0.1346689774
963	0.1344574708
964	0.1342530583
965	0.1341556543
966	0.1339890944
967	0.1338408467
968	0.1337361667
969	0.1335166806
970	0.1334049799
971	0.1332356192
972	0.1331221808
973	0.1329583765
974	0.1328104202
975	0.1326511338
976	0.1325180954
977	0.1324380627
978	0.1322438736
979	0.1320864207
980	0.1318876256
981	0.1317201273
982	0.1315088018
983	0.1313599951
984	0.1311828352
985	0.1310121083
986	0.1308885941
987	0.130713995
988	0.1306140845
989	0.1304560148
990	0.1303122733
991	0.1301221048
992	0.1299675817
993	0.1299153084
994	0.129813232
995	0.1296823618
996	0.1295268927
997	0.1294393134
998	0.1292995444
