iter	Passed	Remaining
133	6124	39533
134	6169	39483
135	6212	39425
136	6256	39368
137	6300	39312
138	6344	39251
139	6388	39201
140	6437	39170
141	6480	39110
142	6524	39052
143	6567	38995
144	6610	38935
145	6654	38876
146	6697	38816
147	6741	38762
148	6784	38701
149	6826	38635
150	6870	38582
151	6913	38523
152	6957	38471
153	7001	38417
154	7047	38372
155	7089	38308
156	7135	38266
157	7178	38212
158	7223	38159
159	7267	38108
160	7310	38048
161	7354	37999
162	7397	37941
163	7445	37907
164	7488	37851
165	7531	37794
166	7576	37744
167	7619	37690
168	7664	37642
169	7708	37591
170	7752	37540
171	7801	37509
172	7849	37479
173	7897	37445
174	7940	37389
175	7983	37331
176	8030	37295
177	8075	37249
178	8119	37194
179	8163	37145
180	8212	37114
181	8254	37056
182	8298	37004
183	8342	36951
184	8386	36899
185	8434	36865
186	8477	36810
187	8522	36765
188	8565	36707
189	8609	36660
190	8655	36614
191	8698	36561
192	8742	36509
193	8786	36457
194	8828	36402
195	8873	36353
196	8916	36301
197	8960	36248
198	9004	36198
199	9048	36147
200	9091	36094
201	9134	36040
202	9177	35986
203	9221	35937
204	9265	35886
205	9308	35832
206	9351	35779
207	9396	35732
208	9442	35693
209	9486	35642
210	9529	35589
211	9573	35538
212	9616	35485
213	9659	35432
214	9703	35383
215	9747	35334
216	9792	35287
217	9835	35235
218	9878	35184
219	9922	35134
220	9965	35082
221	10009	35032
222	10052	34979
223	10096	34931
224	10139	34881
225	10184	34834
226	10231	34797
227	10275	34745
228	10317	34691
229	10360	34640
230	10407	34602
231	10452	34556
232	10496	34507
233	10538	34451
234	10582	34402
235	10625	34352
236	10668	34302
237	10711	34250
238	10755	34203
239	10797	34148
240	10840	34095
241	10884	34047
242	10928	33998
243	10971	33948
244	11014	33896
245	11057	33846
246	11101	33799
247	11145	33750
248	11190	33705
249	11233	33656
250	11278	33610
251	11322	33562
252	11365	33513
253	11414	33478
254	11458	33431
255	11501	33381
256	11545	33335
257	11590	33289
258	11635	33245
259	11679	33195
260	11724	33151
261	11767	33102
262	11810	33052
263	11855	33006
264	11899	32960
265	11943	32910
266	11986	32863
267	12034	32826
268	12080	32783
269	12123	32734
270	12168	32687
271	12210	32637
272	12254	32588
273	12298	32540
274	12340	32489
275	12385	32445
276	12431	32402
277	12474	32354
278	12518	32305
279	12560	32254
280	12605	32208
281	12649	32161
282	12692	32111
283	12735	32064
284	12780	32017
285	12823	31969
286	12866	31919
287	12909	31871
288	12952	31820
289	13000	31784
290	13051	31754
291	13105	31731
292	13156	31701
293	13207	31672
294	13254	31631
295	13302	31593
296	13352	31560
297	13406	31537
298	13456	31502
299	13502	31461
300	13554	31431
301	13609	31409
302	13661	31380
303	13711	31346
304	13762	31315
305	13816	31289
306	13868	31259
307	13915	31219
308	13965	31184
309	14010	31139
310	14054	31090
311	14098	31043
312	14143	30997
313	14187	30949
314	14231	30902
315	14274	30853
316	14317	30802
317	14361	30755
318	14411	30719
319	14453	30669
320	14496	30619
321	14541	30573
322	14585	30526
323	14629	30479
324	14672	30428
325	14719	30386
326	14762	30336
327	14805	30288
328	14849	30241
329	14891	30189
330	14936	30144
331	14980	30096
332	15026	30052
333	15073	30011
334	15117	29964
335	15162	29918
336	15206	29870
337	15251	29825
338	15294	29777
339	15337	29728
340	15385	29688
341	15429	29640
342	15472	29591
343	15515	29543
344	15559	29495
345	15605	29452
346	15648	29403
347	15693	29358
348	15736	29309
349	15782	29265
350	15830	29225
351	15872	29175
352	15917	29128
353	15965	29089
354	16011	29046
355	16056	29000
356	16100	28953
357	16146	28910
358	16191	28864
359	16235	28817
360	16278	28768
361	16323	28723
362	16371	28683
363	16415	28636
364	16459	28589
365	16501	28539
366	16545	28493
367	16589	28446
368	16634	28400
369	16678	28354
370	16722	28306
371	16768	28262
372	16811	28214
373	16857	28170
374	16900	28122
375	16944	28074
376	16993	28036
377	17039	27992
378	17083	27945
379	17127	27899
380	17170	27851
381	17215	27805
382	17258	27757
383	17303	27712
384	17347	27665
385	17397	27628
386	17441	27581
387	17484	27533
388	17527	27485
389	17571	27438
390	17618	27396
391	17660	27347
392	17705	27300
393	17748	27253
394	17791	27205
395	17836	27160
396	17879	27111
397	17922	27064
398	17966	27017
399	18011	26972
400	18055	26925
401	18101	26881
402	18145	26835
403	18191	26792
404	18239	26750
405	18284	26705
406	18330	26663
407	18380	26625
408	18427	26582
409	18472	26537
410	18515	26489
411	18558	26441
412	18604	26397
413	18646	26348
414	18691	26303
415	18734	26255
416	18779	26210
417	18823	26163
418	18866	26116
419	18910	26069
420	18954	26022
421	18998	25976
422	19045	25934
423	19089	25887
424	19134	25842
425	19179	25797
426	19225	25753
427	19274	25714
428	19318	25667
429	19362	25621
430	19412	25583
431	19458	25539
432	19508	25500
433	19562	25467
434	19614	25430
435	19677	25408
436	19732	25376
437	19788	25345
438	19839	25307
439	19897	25279
440	19957	25251
441	20015	25223
442	20074	25195
443	20123	25154
444	20174	25115
445	20226	25079
446	20277	25041
447	20330	25004
448	20386	24971
449	20432	24927
450	20480	24885
451	20535	24851
452	20579	24804
453	20625	24759
454	20670	24713
455	20718	24671
456	20763	24625
457	20806	24577
458	20852	24532
459	20896	24484
460	20940	24438
461	20986	24393
462	21031	24347
463	21079	24305
464	21124	24259
465	21170	24214
466	21215	24168
467	21259	24120
468	21304	24075
469	21355	24036
470	21400	23990
471	21443	23942
472	21487	23894
473	21532	23849
474	21577	23802
475	21621	23756
476	21666	23710
477	21713	23666
478	21756	23619
479	21801	23573
480	21845	23526
481	21892	23481
482	21936	23435
483	21985	23393
484	22030	23347
485	22080	23306
486	22133	23270
487	22178	23223
488	22223	23178
489	22267	23131
490	22312	23084
491	22361	23043
492	22411	23002
493	22457	22957
494	22509	22919
495	22559	22878
496	22605	22832
497	22655	22792
498	22704	22750
499	22757	22712
500	22812	22676
501	22858	22630
502	22900	22581
503	22944	22535
504	22991	22490
505	23033	22442
506	23078	22395
507	23122	22348
508	23168	22303
509	23213	22257
510	23258	22211
511	23303	22165
512	23353	22124
513	23398	22078
514	23441	22030
515	23487	21985
516	23533	21940
517	23578	21894
518	23622	21847
519	23666	21800
520	23710	21753
521	23753	21705
522	23798	21660
523	23842	21612
524	23885	21565
525	23930	21519
526	23976	21474
527	24024	21430
528	24068	21384
529	24117	21341
530	24163	21296
531	24206	21248
532	24250	21202
533	24293	21154
534	24343	21112
535	24387	21066
536	24431	21019
537	24475	20972
538	24523	20928
539	24573	20887
540	24622	20845
541	24668	20799
542	24718	20757
543	24769	20717
544	24814	20670
545	24861	20627
546	24912	20586
547	24964	20545
548	25019	20507
549	25070	20466
550	25116	20421
551	25163	20376
552	25211	20333
553	25258	20288
554	25302	20242
555	25356	20203
556	25402	20158
557	25452	20115
558	25500	20071
559	25546	20026
560	25596	19984
561	25642	19939
562	25689	19894
563	25732	19847
564	25776	19799
565	25819	19752
566	25861	19704
567	25905	19657
568	25953	19613
569	25996	19565
570	26040	19519
571	26086	19473
572	26131	19427
573	26175	19381
574	26220	19334
575	26264	19288
576	26309	19242
577	26362	19202
578	26407	19156
579	26455	19111
580	26501	19066
581	26550	19023
582	26601	18981
583	26648	18937
584	26697	18893
585	26743	18847
586	26787	18801
587	26832	18755
588	26875	18707
589	26926	18666
590	26971	18620
591	27020	18576
592	27071	18534
593	27122	18492
594	27170	18448
595	27218	18404
596	27275	18366
597	27331	18327
598	27394	18293
599	27447	18252
600	27494	18207
601	27545	18165
602	27594	18121
603	27641	18076
604	27691	18033
605	27743	17992
606	27796	17950
607	27858	17915
608	27916	17877
609	27965	17833
610	28012	17788
611	28067	17748
612	28115	17704
613	28167	17661
614	28215	17617
615	28269	17576
616	28315	17530
617	28369	17489
618	28417	17445
619	28461	17398
620	28510	17354
621	28560	17310
622	28609	17266
623	28660	17223
624	28715	17183
625	28779	17148
626	28833	17106
627	28888	17066
628	28942	17025
629	28996	16983
630	29049	16941
631	29096	16895
632	29147	16853
633	29197	16809
634	29246	16765
635	29296	16720
636	29355	16682
637	29406	16639
638	29456	16595
639	29506	16551
640	29557	16507
641	29605	16463
642	29653	16417
643	29703	16373
644	29752	16329
645	29800	16284
646	29844	16236
647	29891	16191
648	29939	16146
649	29991	16103
650	30039	16057
651	30087	16012
652	30137	15968
653	30190	15925
654	30239	15881
655	30285	15835
656	30335	15791
657	30379	15743
658	30424	15696
659	30468	15649
660	30512	15602
661	30560	15557
662	30604	15510
663	30650	15463
664	30695	15417
665	30742	15371
666	30786	15324
667	30831	15277
668	30877	15231
669	30927	15186
670	30972	15140
671	31019	15094
672	31063	15047
673	31109	15001
674	31158	14955
675	31204	14909
676	31252	14864
677	31297	14817
678	31354	14776
679	31399	14729
680	31443	14683
681	31491	14637
682	31537	14591
683	31581	14543
684	31628	14498
685	31674	14451
686	31721	14406
687	31765	14358
688	31810	14312
689	31855	14265
690	31900	14219
691	31947	14173
692	31991	14126
693	32041	14081
694	32085	14034
695	32131	13988
696	32176	13941
697	32223	13895
698	32268	13849
699	32319	13805
700	32364	13758
701	32407	13710
702	32453	13664
703	32497	13617
704	32541	13570
705	32586	13523
706	32632	13477
707	32676	13430
708	32723	13384
709	32768	13338
710	32815	13292
711	32862	13246
712	32908	13200
713	32953	13153
714	33000	13107
715	33045	13061
716	33091	13015
717	33137	12969
718	33184	12923
719	33232	12877
720	33277	12831
721	33329	12787
722	33373	12740
723	33419	12693
724	33465	12647
725	33511	12601
726	33560	12556
727	33605	12509
728	33652	12463
729	33696	12417
730	33742	12370
731	33786	12323
732	33830	12276
733	33874	12229
734	33920	12183
735	33964	12136
736	34009	12090
737	34054	12043
738	34097	11996
739	34144	11950
740	34189	11904
741	34232	11856
742	34279	11810
743	34327	11765
744	34372	11718
745	34416	11672
746	34464	11626
747	34515	11582
748	34568	11538
749	34613	11491
750	34663	11446
751	34715	11402
752	34760	11356
753	34807	11310
754	34856	11264
755	34903	11219
756	34953	11173
757	35001	11128
758	35048	11082
759	35098	11037
760	35144	10991
761	35190	10945
762	35238	10899
763	35286	10853
764	35337	10809
765	35383	10762
766	35436	10718
767	35484	10673
768	35536	10628
769	35585	10583
770	35705	10558
771	35756	10513
772	35802	10467
773	35850	10421
774	35896	10375
775	35941	10328
776	35987	10282
777	36032	10235
778	36078	10188
779	36126	10143
780	36172	10096
781	36225	10052
782	36278	10007
783	36327	9962
784	36374	9916
785	36422	9870
786	36476	9825
787	36521	9779
788	36565	9732
789	36611	9685
790	36657	9639
791	36701	9592
792	36746	9545
793	36793	9499
794	36838	9452
795	36884	9406
796	36930	9360
797	36974	9313
798	37022	9267
799	37066	9220
800	37112	9173
801	37159	9127
802	37205	9081
803	37249	9034
804	37298	8988
805	37343	8942
806	37388	8895
807	37434	8848
808	37477	8801
809	37521	8754
810	37566	8708
811	37610	8661
812	37655	8614
813	37700	8568
814	37746	8521
815	37789	8474
816	37835	8428
817	37884	8382
818	37932	8336
819	37979	8290
820	38022	8243
821	38068	8197
822	38113	8150
823	38155	8103
824	38203	8057
825	38248	8010
826	38298	7965
827	38341	7918
828	38385	7871
829	38429	7824
830	38472	7777
831	38517	7731
832	38562	7684
833	38608	7638
834	38652	7591
835	38697	7545
836	38742	7498
837	38786	7451
838	38832	7405
839	38876	7358
840	38923	7312
841	38972	7266
842	39017	7220
843	39061	7173
844	39107	7127
845	39151	7080
846	39196	7034
847	39241	6987
848	39291	6941
849	39337	6895
850	39382	6849
851	39427	6802
852	39472	6756
853	39516	6709
854	39563	6663
855	39609	6616
856	39656	6570
857	39700	6524
858	39744	6477
859	39789	6431
860	39833	6384
861	39881	6338
862	39926	6292
863	39971	6245
864	40017	6199
865	40062	6152
866	40107	6106
867	40152	6059
868	40197	6013
869	40242	5967
870	40294	5921
871	40340	5875
872	40389	5829
873	40434	5782
874	40477	5736
875	40524	5690
876	40568	5643
877	40615	5597
878	40658	5550
879	40704	5504
880	40749	5457
881	40795	5411
882	40842	5365
883	40886	5319
884	40933	5272
885	40977	5226
886	41022	5179
887	41068	5133
888	41117	5087
889	41162	5041
890	41204	4994
891	41250	4948
892	41298	4902
893	41343	4855
894	41390	4809
895	41435	4763
896	41480	4716
897	41525	4670
898	41569	4623
899	41616	4577
900	41660	4531
901	41705	4484
902	41749	4438
903	41794	4392
904	41839	4345
905	41885	4299
906	41930	4253
907	41976	4206
908	42026	4160
909	42071	4114
910	42121	4068
911	42166	4022
912	42210	3976
913	42255	3929
914	42305	3883
915	42350	3837
916	42393	3790
917	42437	3744
918	42480	3697
919	42525	3651
920	42569	3605
921	42613	3558
922	42659	3512
923	42701	3466
924	42743	3419
925	42789	3373
926	42835	3327
927	42880	3280
928	42926	3234
929	42972	3188
930	43023	3142
931	43068	3096
932	43114	3049
933	43160	3003
934	43206	2957
935	43263	2911
936	43313	2866
937	43365	2820
938	43414	2774
939	43459	2727
940	43506	2681
941	43554	2635
942	43602	2589
943	43657	2543
944	43702	2497
945	43747	2450
946	43791	2404
947	43835	2358
948	43883	2312
949	43929	2265
950	43973	2219
951	44018	2173
952	44063	2126
953	44108	2080
954	44153	2034
955	44198	1988
956	44247	1941
957	44293	1895
958	44337	1849
959	44386	1803
960	44431	1756
961	44476	1710
962	44521	1664
963	44567	1618
964	44614	1571
965	44659	1525
966	44703	1479
967	44749	1433
968	44793	1386
969	44838	1340
970	44887	1294
971	44931	1248
972	44978	1201
973	45022	1155
974	45065	1109
975	45114	1063
976	45159	1016
977	45205	970
978	45252	924
979	45297	878
980	45344	832
981	45388	785
982	45434	739
983	45477	693
984	45523	647
985	45568	600
986	45613	554
987	45657	508
988	45700	462
989	45745	415
990	45789	369
991	45834	323
992	45879	277
993	45923	231
994	45967	184
995	46013	138
996	46061	92
997	46103	46
998	46148	0
